cod_mpio,longitud,tipo_municipio,nom_mpio,cod_dpto,dpto,latitud
05001,"-75,581775",Municipio,MEDELLÍN,05,ANTIOQUIA,"6,246631"
05002,"-75,428739",Municipio,ABEJORRAL,05,ANTIOQUIA,"5,789315"
05004,"-76,064304",Municipio,ABRIAQUÍ,05,ANTIOQUIA,"6,632282"
05021,"-75,141346",Municipio,ALEJANDRÍA,05,ANTIOQUIA,"6,376061"
05030,"-75,702188",Municipio,AMAGÁ,05,ANTIOQUIA,"6,038708"
05031,"-75,077501",Municipio,AMALFI,05,ANTIOQUIA,"6,909655"
05034,"-75,878828",Municipio,ANDES,05,ANTIOQUIA,"5,657194"
05036,"-75,711389",Municipio,ANGELÓPOLIS,05,ANTIOQUIA,"6,109719"
05038,"-75,335116",Municipio,ANGOSTURA,05,ANTIOQUIA,"6,885175"
05040,"-75,148355",Municipio,ANORÍ,05,ANTIOQUIA,"7,074703"
05042,"-75,826648",Municipio,SANTA FÉ DE ANTIOQUIA,05,ANTIOQUIA,"6,556484"
05044,"-75,854442",Municipio,ANZÁ,05,ANTIOQUIA,"6,302641"
05045,"-76,625279",Municipio,APARTADÓ,05,ANTIOQUIA,"7,882968"
05051,"-76,426708",Municipio,ARBOLETES,05,ANTIOQUIA,"8,849317"
05055,"-75,14107",Municipio,ARGELIA,05,ANTIOQUIA,"5,731474"
05059,"-75,786647",Municipio,ARMENIA,05,ANTIOQUIA,"6,155667"
05079,"-75,331627",Municipio,BARBOSA,05,ANTIOQUIA,"6,439195"
05086,"-75,667779",Municipio,BELMIRA,05,ANTIOQUIA,"6,606319"
05088,"-75,555245",Municipio,BELLO,05,ANTIOQUIA,"6,333587"
05091,"-75,97679",Municipio,BETANIA,05,ANTIOQUIA,"5,74615"
05093,"-75,984452",Municipio,BETULIA,05,ANTIOQUIA,"6,115208"
05101,"-76,021509",Municipio,CIUDAD BOLÍVAR,05,ANTIOQUIA,"5,850273"
05107,"-75,55036",Municipio,BRICEÑO,05,ANTIOQUIA,"7,112803"
05113,"-75,907",Municipio,BURITICÁ,05,ANTIOQUIA,"6,720759"
05120,"-75,35205",Municipio,CÁCERES,05,ANTIOQUIA,"7,578366"
05125,"-75,98293",Municipio,CAICEDO,05,ANTIOQUIA,"6,405607"
05129,"-75,633673",Municipio,CALDAS,05,ANTIOQUIA,"6,091077"
05134,"-75,298091",Municipio,CAMPAMENTO,05,ANTIOQUIA,"6,979771"
05138,"-76,028228",Municipio,CAÑASGORDAS,05,ANTIOQUIA,"6,753859"
05142,"-74,757421",Municipio,CARACOLÍ,05,ANTIOQUIA,"6,409829"
05145,"-75,643868",Municipio,CARAMANTA,05,ANTIOQUIA,"5,54853"
05147,"-76,652652",Municipio,CAREPA,05,ANTIOQUIA,"7,755148"
05148,"-75,333901",Municipio,EL CARMEN DE VIBORAL,05,ANTIOQUIA,"6,082885"
05150,"-75,283192",Municipio,CAROLINA,05,ANTIOQUIA,"6,725995"
05154,"-75,197996",Municipio,CAUCASIA,05,ANTIOQUIA,"7,977278"
05172,"-76,681531",Municipio,CHIGORODÓ,05,ANTIOQUIA,"7,666147"
05190,"-75,087047",Municipio,CISNEROS,05,ANTIOQUIA,"6,537829"
05197,"-75,185483",Municipio,COCORNÁ,05,ANTIOQUIA,"6,058295"
05206,"-75,257587",Municipio,CONCEPCIÓN,05,ANTIOQUIA,"6,394348"
05209,"-75,908448",Municipio,CONCORDIA,05,ANTIOQUIA,"6,045738"
05212,"-75,509384",Municipio,COPACABANA,05,ANTIOQUIA,"6,348557"
05234,"-76,261614",Municipio,DABEIBA,05,ANTIOQUIA,"6,998112"
05237,"-75,39263",Municipio,DONMATÍAS,05,ANTIOQUIA,"6,485603"
05240,"-75,766413",Municipio,EBÉJICO,05,ANTIOQUIA,"6,325615"
05250,"-74,799097",Municipio,EL BAGRE,05,ANTIOQUIA,"7,5975"
05264,"-75,517685",Municipio,ENTRERRÍOS,05,ANTIOQUIA,"6,566273"
05266,"-75,582192",Municipio,ENVIGADO,05,ANTIOQUIA,"6,166695"
05282,"-75,675072",Municipio,FREDONIA,05,ANTIOQUIA,"5,928039"
05284,"-76,130765",Municipio,FRONTINO,05,ANTIOQUIA,"6,776066"
05306,"-75,952158",Municipio,GIRALDO,05,ANTIOQUIA,"6,680808"
05308,"-75,444238",Municipio,GIRARDOTA,05,ANTIOQUIA,"6,379472"
05310,"-75,220018",Municipio,GÓMEZ PLATA,05,ANTIOQUIA,"6,683269"
05313,"-75,184446",Municipio,GRANADA,05,ANTIOQUIA,"6,142892"
05315,"-75,239862",Municipio,GUADALUPE,05,ANTIOQUIA,"6,815069"
05318,"-75,441612",Municipio,GUARNE,05,ANTIOQUIA,"6,27787"
05321,"-75,160041",Municipio,GUATAPÉ,05,ANTIOQUIA,"6,232461"
05347,"-75,734322",Municipio,HELICONIA,05,ANTIOQUIA,"6,206757"
05353,"-75,906587",Municipio,HISPANIA,05,ANTIOQUIA,"5,799461"
05360,"-75,612056",Municipio,ITAGÜÍ,05,ANTIOQUIA,"6,175079"
05361,"-75,764673",Municipio,ITUANGO,05,ANTIOQUIA,"7,171629"
05364,"-75,818982",Municipio,JARDÍN,05,ANTIOQUIA,"5,597542"
05368,"-75,785499",Municipio,JERICÓ,05,ANTIOQUIA,"5,789748"
05376,"-75,429433",Municipio,LA CEJA,05,ANTIOQUIA,"6,028062"
05380,"-75,637708",Municipio,LA ESTRELLA,05,ANTIOQUIA,"6,145238"
05390,"-75,60781",Municipio,LA PINTADA,05,ANTIOQUIA,"5,743808"
05400,"-75,360874",Municipio,LA UNIÓN,05,ANTIOQUIA,"5,973845"
05411,"-75,812838",Municipio,LIBORINA,05,ANTIOQUIA,"6,677316"
05425,"-74,78716",Municipio,MACEO,05,ANTIOQUIA,"6,552116"
05440,"-75,339345",Municipio,MARINILLA,05,ANTIOQUIA,"6,173995"
05467,"-75,523455",Municipio,MONTEBELLO,05,ANTIOQUIA,"5,946313"
05475,"-76,817485",Municipio,MURINDÓ,05,ANTIOQUIA,"6,97771"
05480,"-76,435875",Municipio,MUTATÁ,05,ANTIOQUIA,"7,242875"
05483,"-75,176262",Municipio,NARIÑO,05,ANTIOQUIA,"5,610777"
05490,"-76,787271",Municipio,NECOCLÍ,05,ANTIOQUIA,"8,434526"
05495,"-74,77647",Municipio,NECHÍ,05,ANTIOQUIA,"8,094129"
05501,"-75,811773",Municipio,OLAYA,05,ANTIOQUIA,"6,626492"
05541,"-75,242693",Municipio,PEÑOL,05,ANTIOQUIA,"6,219349"
05543,"-75,910357",Municipio,PEQUE,05,ANTIOQUIA,"7,021029"
05576,"-75,839903",Municipio,PUEBLORRICO,05,ANTIOQUIA,"5,79158"
05579,"-74,410016",Municipio,PUERTO BERRÍO,05,ANTIOQUIA,"6,487028"
05585,"-74,583012",Municipio,PUERTO NARE,05,ANTIOQUIA,"6,186025"
05591,"-74,64119",Municipio,PUERTO TRIUNFO,05,ANTIOQUIA,"5,871318"
05604,"-74,698135",Municipio,REMEDIOS,05,ANTIOQUIA,"7,029424"
05607,"-75,501301",Municipio,RETIRO,05,ANTIOQUIA,"6,062454"
05615,"-75,377316",Municipio,RIONEGRO,05,ANTIOQUIA,"6,147148"
05628,"-75,816645",Municipio,SABANALARGA,05,ANTIOQUIA,"6,850028"
05631,"-75,615479",Municipio,SABANETA,05,ANTIOQUIA,"6,149903"
05642,"-75,976807",Municipio,SALGAR,05,ANTIOQUIA,"5,964198"
05647,"-75,674564",Municipio,SAN ANDRÉS DE CUERQUÍA,05,ANTIOQUIA,"6,916676"
05649,"-74,988097",Municipio,SAN CARLOS,05,ANTIOQUIA,"6,187746"
05652,"-75,101562",Municipio,SAN FRANCISCO,05,ANTIOQUIA,"5,963476"
05656,"-75,726975",Municipio,SAN JERÓNIMO,05,ANTIOQUIA,"6,44809"
05658,"-75,683352",Municipio,SAN JOSÉ DE LA MONTAÑA,05,ANTIOQUIA,"6,85009"
05659,"-76,52857",Municipio,SAN JUAN DE URABÁ,05,ANTIOQUIA,"8,758964"
05660,"-74,993619",Municipio,SAN LUIS,05,ANTIOQUIA,"6,043017"
05664,"-75,556743",Municipio,SAN PEDRO DE LOS MILAGROS,05,ANTIOQUIA,"6,46012"
05665,"-76,380567",Municipio,SAN PEDRO DE URABÁ,05,ANTIOQUIA,"8,276884"
05667,"-75,02849",Municipio,SAN RAFAEL,05,ANTIOQUIA,"6,293759"
05670,"-75,019109",Municipio,SAN ROQUE,05,ANTIOQUIA,"6,485939"
05674,"-75,332616",Municipio,SAN VICENTE FERRER,05,ANTIOQUIA,"6,282164"
05679,"-75,567351",Municipio,SANTA BÁRBARA,05,ANTIOQUIA,"5,875527"
05686,"-75,460723",Municipio,SANTA ROSA DE OSOS,05,ANTIOQUIA,"6,643366"
05690,"-75,164903",Municipio,SANTO DOMINGO,05,ANTIOQUIA,"6,473032"
05697,"-75,265465",Municipio,EL SANTUARIO,05,ANTIOQUIA,"6,136871"
05736,"-74,701596",Municipio,SEGOVIA,05,ANTIOQUIA,"7,079648"
05756,"-75,309596",Municipio,SONSÓN,05,ANTIOQUIA,"5,714851"
05761,"-75,747378",Municipio,SOPETRÁN,05,ANTIOQUIA,"6,500745"
05789,"-75,714429",Municipio,TÁMESIS,05,ANTIOQUIA,"5,664645"
05790,"-75,401407",Municipio,TARAZÁ,05,ANTIOQUIA,"7,580127"
05792,"-75,822956",Municipio,TARSO,05,ANTIOQUIA,"5,864542"
05809,"-75,791887",Municipio,TITIRIBÍ,05,ANTIOQUIA,"6,062391"
05819,"-75,692281",Municipio,TOLEDO,05,ANTIOQUIA,"7,010328"
05837,"-76,728858",Municipio,TURBO,05,ANTIOQUIA,"8,089929"
05842,"-76,173284",Municipio,URAMITA,05,ANTIOQUIA,"6,898393"
05847,"-76,133951",Municipio,URRAO,05,ANTIOQUIA,"6,317343"
05854,"-75,439274",Municipio,VALDIVIA,05,ANTIOQUIA,"7,1652"
05856,"-75,624452",Municipio,VALPARAÍSO,05,ANTIOQUIA,"5,614555"
05858,"-74,798714",Municipio,VEGACHÍ,05,ANTIOQUIA,"6,773525"
05861,"-75,735544",Municipio,VENECIA,05,ANTIOQUIA,"5,964693"
05873,"-76,896004",Municipio,VIGÍA DEL FUERTE,05,ANTIOQUIA,"6,588164"
05885,"-74,840059",Municipio,YALÍ,05,ANTIOQUIA,"6,676554"
05887,"-75,418828",Municipio,YARUMAL,05,ANTIOQUIA,"6,963832"
05890,"-75,013385",Municipio,YOLOMBÓ,05,ANTIOQUIA,"6,594511"
05893,"-73,912445",Municipio,YONDÓ,05,ANTIOQUIA,"7,00396"
05895,"-74,867075",Municipio,ZARAGOZA,05,ANTIOQUIA,"7,488583"
08001,"-74,815546",Municipio,BARRANQUILLA,08,ATLÁNTICO,"10,977961"
08078,"-74,916077",Municipio,BARANOA,08,ATLÁNTICO,"10,79445"
08137,"-74,880847",Municipio,CAMPO DE LA CRUZ,08,ATLÁNTICO,"10,378291"
08141,"-74,879717",Municipio,CANDELARIA,08,ATLÁNTICO,"10,461903"
08296,"-74,870385",Municipio,GALAPA,08,ATLÁNTICO,"10,919033"
08372,"-75,041032",Municipio,JUAN DE ACOSTA,08,ATLÁNTICO,"10,83254"
08421,"-75,14199",Municipio,LURUACO,08,ATLÁNTICO,"10,610491"
08433,"-74,776923",Municipio,MALAMBO,08,ATLÁNTICO,"10,857086"
08436,"-74,956867",Municipio,MANATÍ,08,ATLÁNTICO,"10,449089"
08520,"-74,754765",Municipio,PALMAR DE VARELA,08,ATLÁNTICO,"10,738591"
08549,"-75,107592",Municipio,PIOJÓ,08,ATLÁNTICO,"10,749216"
08558,"-74,852981",Municipio,POLONUEVO,08,ATLÁNTICO,"10,777363"
08560,"-74,753885",Municipio,PONEDERA,08,ATLÁNTICO,"10,641779"
08573,"-74,888627",Municipio,PUERTO COLOMBIA,08,ATLÁNTICO,"11,015322"
08606,"-75,125534",Municipio,REPELÓN,08,ATLÁNTICO,"10,493357"
08634,"-74,759496",Municipio,SABANAGRANDE,08,ATLÁNTICO,"10,792453"
08638,"-74,921256",Municipio,SABANALARGA,08,ATLÁNTICO,"10,632091"
08675,"-74,959204",Municipio,SANTA LUCÍA,08,ATLÁNTICO,"10,324303"
08685,"-74,757859",Municipio,SANTO TOMÁS,08,ATLÁNTICO,"10,758735"
08758,"-74,786054",Municipio,SOLEDAD,08,ATLÁNTICO,"10,909921"
08770,"-74,881687",Municipio,SUAN,08,ATLÁNTICO,"10,335432"
08832,"-74,978704",Municipio,TUBARÁ,08,ATLÁNTICO,"10,873586"
08849,"-74,976985",Municipio,USIACURÍ,08,ATLÁNTICO,"10,74298"
11001,"-74,106992",Municipio,"BOGOTÁ, D.C.",11,"BOGOTÁ, D.C.","4,649251"
13001,"-75,496269",Municipio,CARTAGENA DE INDIAS,13,BOLÍVAR,"10,385126"
13006,"-74,557676",Municipio,ACHÍ,13,BOLÍVAR,"8,570107"
13030,"-74,164905",Municipio,ALTOS DEL ROSARIO,13,BOLÍVAR,"8,791865"
13042,"-73,941099",Municipio,ARENAL,13,BOLÍVAR,"8,458865"
13052,"-75,344332",Municipio,ARJONA,13,BOLÍVAR,"10,25666"
13062,"-75,019215",Municipio,ARROYOHONDO,13,BOLÍVAR,"10,250075"
13074,"-74,104391",Municipio,BARRANCO DE LOBA,13,BOLÍVAR,"8,947787"
13140,"-74,916144",Municipio,CALAMAR,13,BOLÍVAR,"10,250431"
13160,"-73,914605",Municipio,CANTAGALLO,13,BOLÍVAR,"7,378678"
13188,"-74,645981",Municipio,CICUCO,13,BOLÍVAR,"9,274281"
13212,"-74,827399",Municipio,CÓRDOBA,13,BOLÍVAR,"9,586942"
13222,"-75,328469",Municipio,CLEMENCIA,13,BOLÍVAR,"10,567452"
13244,"-75,121178",Municipio,EL CARMEN DE BOLÍVAR,13,BOLÍVAR,"9,718653"
13248,"-74,976084",Municipio,EL GUAMO,13,BOLÍVAR,"10,030958"
13268,"-73,949274",Municipio,EL PEÑÓN,13,BOLÍVAR,"8,988271"
13300,"-74,077912",Municipio,HATILLO DE LOBA,13,BOLÍVAR,"8,956014"
13430,"-74,766742",Municipio,MAGANGUÉ,13,BOLÍVAR,"9,263799"
13433,"-75,191643",Municipio,MAHATES,13,BOLÍVAR,"10,233285"
13440,"-74,285137",Municipio,MARGARITA,13,BOLÍVAR,"9,15784"
13442,"-75,300516",Municipio,MARÍA LA BAJA,13,BOLÍVAR,"9,982402"
13458,"-74,471176",Municipio,MONTECRISTO,13,BOLÍVAR,"8,297234"
13468,"-74,42818",Municipio,SANTA CRUZ DE MOMPOX,13,BOLÍVAR,"9,244241"
13473,"-73,868172",Municipio,MORALES,13,BOLÍVAR,"8,276558"
13490,"-74,038003",Municipio,NOROSÍ,13,BOLÍVAR,"8,526259"
13549,"-74,462279",Municipio,PINILLOS,13,BOLÍVAR,"8,914947"
13580,"-73,821638",Municipio,REGIDOR,13,BOLÍVAR,"8,666258"
13600,"-73,840466",Municipio,RÍO VIEJO,13,BOLÍVAR,"8,58795"
13620,"-75,065076",Municipio,SAN CRISTÓBAL,13,BOLÍVAR,"10,392836"
13647,"-75,153101",Municipio,SAN ESTANISLAO,13,BOLÍVAR,"10,398602"
13650,"-74,323811",Municipio,SAN FERNANDO,13,BOLÍVAR,"9,214183"
13654,"-75,12105",Municipio,SAN JACINTO,13,BOLÍVAR,"9,830275"
13655,"-74,721156",Municipio,SAN JACINTO DEL CAUCA,13,BOLÍVAR,"8,25158"
13657,"-75,081761",Municipio,SAN JUAN NEPOMUCENO,13,BOLÍVAR,"9,953751"
13667,"-74,039134",Municipio,SAN MARTÍN DE LOBA,13,BOLÍVAR,"8,937485"
13670,"-73,924602",Municipio,SAN PABLO,13,BOLÍVAR,"7,476747"
13673,"-75,287855",Municipio,SANTA CATALINA,13,BOLÍVAR,"10,605294"
13683,"-75,369824",Municipio,SANTA ROSA,13,BOLÍVAR,"10,444396"
13688,"-74,052243",Municipio,SANTA ROSA DEL SUR,13,BOLÍVAR,"7,963938"
13744,"-73,947264",Municipio,SIMITÍ,13,BOLÍVAR,"7,953916"
13760,"-75,136404",Municipio,SOPLAVIENTO,13,BOLÍVAR,"10,38839"
13780,"-74,567479",Municipio,TALAIGUA NUEVO,13,BOLÍVAR,"9,30403"
13810,"-74,262922",Municipio,TIQUISIO,13,BOLÍVAR,"8,558666"
13836,"-75,427249",Municipio,TURBACO,13,BOLÍVAR,"10,348316"
13838,"-75,44265",Municipio,TURBANÁ,13,BOLÍVAR,"10,274585"
13873,"-75,275613",Municipio,VILLANUEVA,13,BOLÍVAR,"10,444089"
13894,"-74,817879",Municipio,ZAMBRANO,13,BOLÍVAR,"9,746306"
15001,"-73,355539",Municipio,TUNJA,15,BOYACÁ,"5,53988"
15022,"-73,378933",Municipio,ALMEIDA,15,BOYACÁ,"4,970857"
15047,"-72,88399",Municipio,AQUITANIA,15,BOYACÁ,"5,518602"
15051,"-73,437503",Municipio,ARCABUCO,15,BOYACÁ,"5,755673"
15087,"-72,911641",Municipio,BELÉN,15,BOYACÁ,"5,98923"
15090,"-73,12721",Municipio,BERBEO,15,BOYACÁ,"5,227451"
15092,"-72,809014",Municipio,BETÉITIVA,15,BOYACÁ,"5,909978"
15097,"-72,584905",Municipio,BOAVITA,15,BOYACÁ,"6,330703"
15104,"-73,361945",Municipio,BOYACÁ,15,BOYACÁ,"5,454578"
15106,"-73,92326",Municipio,BRICEÑO,15,BOYACÁ,"5,690879"
15109,"-73,94217",Municipio,BUENAVISTA,15,BOYACÁ,"5,512594"
15114,"-72,884158",Municipio,BUSBANZÁ,15,BOYACÁ,"5,831393"
15131,"-73,865553",Municipio,CALDAS,15,BOYACÁ,"5,55458"
15135,"-73,104173",Municipio,CAMPOHERMOSO,15,BOYACÁ,"5,031676"
15162,"-72,947918",Municipio,CERINZA,15,BOYACÁ,"5,955939"
15172,"-73,368476",Municipio,CHINAVITA,15,BOYACÁ,"5,167486"
15176,"-73,818745",Municipio,CHIQUINQUIRÁ,15,BOYACÁ,"5,61379"
15180,"-72,500957",Municipio,CHISCAS,15,BOYACÁ,"6,553136"
15183,"-72,471892",Municipio,CHITA,15,BOYACÁ,"6,187083"
15185,"-73,4471",Municipio,CHITARAQUE,15,BOYACÁ,"6,027425"
15187,"-73,282529",Municipio,CHIVATÁ,15,BOYACÁ,"5,558949"
15189,"-73,296049",Municipio,CIÉNEGA,15,BOYACÁ,"5,408694"
15204,"-73,323957",Municipio,CÓMBITA,15,BOYACÁ,"5,634545"
15212,"-74,045636",Municipio,COPER,15,BOYACÁ,"5,475074"
15215,"-72,844795",Municipio,CORRALES,15,BOYACÁ,"5,828064"
15218,"-72,738978",Municipio,COVARACHÍA,15,BOYACÁ,"6,500177"
15223,"-72,107939",Municipio,CUBARÁ,15,BOYACÁ,"6,997275"
15224,"-73,454338",Municipio,CUCAITA,15,BOYACÁ,"5,544452"
15226,"-72,965923",Municipio,CUÍTIVA,15,BOYACÁ,"5,580367"
15232,"-73,449463",Municipio,CHÍQUIZA,15,BOYACÁ,"5,639834"
15236,"-73,368398",Municipio,CHIVOR,15,BOYACÁ,"4,888173"
15238,"-73,03063",Municipio,DUITAMA,15,BOYACÁ,"5,822964"
15244,"-72,444537",Municipio,EL COCUY,15,BOYACÁ,"6,407738"
15248,"-72,497007",Municipio,EL ESPINO,15,BOYACÁ,"6,483027"
15272,"-72,993392",Municipio,FIRAVITOBA,15,BOYACÁ,"5,668885"
15276,"-72,918111",Municipio,FLORESTA,15,BOYACÁ,"5,859519"
15293,"-73,549092",Municipio,GACHANTIVÁ,15,BOYACÁ,"5,751891"
15296,"-72,80553",Municipio,GÁMEZA,15,BOYACÁ,"5,802333"
15299,"-73,364413",Municipio,GARAGOA,15,BOYACÁ,"5,083234"
15317,"-72,500812",Municipio,GUACAMAYAS,15,BOYACÁ,"6,459667"
15322,"-73,471207",Municipio,GUATEQUE,15,BOYACÁ,"5,007321"
15325,"-73,489698",Municipio,GUAYATÁ,15,BOYACÁ,"4,967122"
15332,"-72,411763",Municipio,GÜICÁN DE LA SIERRA,15,BOYACÁ,"6,462864"
15362,"-72,979559",Municipio,IZA,15,BOYACÁ,"5,611577"
15367,"-73,363738",Municipio,JENESANO,15,BOYACÁ,"5,385813"
15368,"-72,571122",Municipio,JERICÓ,15,BOYACÁ,"6,145735"
15377,"-72,57777",Municipio,LABRANZAGRANDE,15,BOYACÁ,"5,562687"
15380,"-73,444347",Municipio,LA CAPILLA,15,BOYACÁ,"5,095687"
15401,"-74,234393",Municipio,LA VICTORIA,15,BOYACÁ,"5,523792"
15403,"-72,559982",Municipio,LA UVITA,15,BOYACÁ,"6,31616"
15407,"-73,524948",Municipio,VILLA DE LEYVA,15,BOYACÁ,"5,632455"
15425,"-73,319593",Municipio,MACANAL,15,BOYACÁ,"4,972464"
15442,"-74,00405",Municipio,MARIPÍ,15,BOYACÁ,"5,550091"
15455,"-73,14563",Municipio,MIRAFLORES,15,BOYACÁ,"5,196515"
15464,"-72,79809",Municipio,MONGUA,15,BOYACÁ,"5,754242"
15466,"-72,849292",Municipio,MONGUÍ,15,BOYACÁ,"5,723486"
15469,"-73,573374",Municipio,MONIQUIRÁ,15,BOYACÁ,"5,876331"
15476,"-73,367841",Municipio,MOTAVITA,15,BOYACÁ,"5,5777"
15480,"-74,10269",Municipio,MUZO,15,BOYACÁ,"5,532758"
15491,"-72,937042",Municipio,NOBSA,15,BOYACÁ,"5,768046"
15494,"-73,456759",Municipio,NUEVO COLÓN,15,BOYACÁ,"5,355317"
15500,"-73,308399",Municipio,OICATÁ,15,BOYACÁ,"5,595235"
15507,"-74,180965",Municipio,OTANCHE,15,BOYACÁ,"5,657536"
15511,"-73,396953",Municipio,PACHAVITA,15,BOYACÁ,"5,140065"
15514,"-73,052737",Municipio,PÁEZ,15,BOYACÁ,"5,097319"
15516,"-73,11782",Municipio,PAIPA,15,BOYACÁ,"5,779894"
15518,"-72,703231",Municipio,PAJARITO,15,BOYACÁ,"5,293783"
15522,"-72,459424",Municipio,PANQUEBA,15,BOYACÁ,"6,443416"
15531,"-73,978449",Municipio,PAUNA,15,BOYACÁ,"5,656323"
15533,"-72,423775",Municipio,PAYA,15,BOYACÁ,"5,625699"
15537,"-72,749137",Municipio,PAZ DE RÍO,15,BOYACÁ,"5,987645"
15542,"-73,050872",Municipio,PESCA,15,BOYACÁ,"5,558808"
15550,"-72,486023",Municipio,PISBA,15,BOYACÁ,"5,72141"
15572,"-74,587782",Municipio,PUERTO BOYACÁ,15,BOYACÁ,"5,976646"
15580,"-74,180033",Municipio,QUÍPAMA,15,BOYACÁ,"5,52055"
15599,"-73,334839",Municipio,RAMIRIQUÍ,15,BOYACÁ,"5,400303"
15600,"-73,632543",Municipio,RÁQUIRA,15,BOYACÁ,"5,539136"
15621,"-73,208474",Municipio,RONDÓN,15,BOYACÁ,"5,357378"
15632,"-73,764456",Municipio,SABOYÁ,15,BOYACÁ,"5,697756"
15638,"-73,542539",Municipio,SÁCHICA,15,BOYACÁ,"5,584305"
15646,"-73,485589",Municipio,SAMACÁ,15,BOYACÁ,"5,492161"
15660,"-73,077747",Municipio,SAN EDUARDO,15,BOYACÁ,"5,22401"
15664,"-73,545397",Municipio,SAN JOSÉ DE PARE,15,BOYACÁ,"6,018924"
15667,"-73,168076",Municipio,SAN LUIS DE GACENO,15,BOYACÁ,"4,81976"
15673,"-72,555264",Municipio,SAN MATEO,15,BOYACÁ,"6,401683"
15676,"-73,722009",Municipio,SAN MIGUEL DE SEMA,15,BOYACÁ,"5,518083"
15681,"-74,069963",Municipio,SAN PABLO DE BORBUR,15,BOYACÁ,"5,650743"
